State,k,lambda,Clients,Longitude,Latitude
Alabama,1,0,1134.907359709124,33.450188,-86.85057900000001
Alabama,1,0,658.2321374445017,33.58206789,-86.6328892
Alabama,1,0,149.07776883771618,32.812284999999996,-86.579141
Alabama,1,0,295.8700334926459,34.20508,-86.87515
Alabama,1,0,419.0797131242036,34.02090813,-86.01748549999999
Alabama,1,0,82.09042757050905,30.5,-88.333
Alabama,1,0,89.6092802440509,34.11818082,-87.98941598
Alabama,1,0,430.31182306255755,34.69899,-86.602799
Alabama,1,0,124.33523435636428,34.87464,-86.595824
Alabama,1,0,206.6905583917076,33.87343891,-87.26771308
Alabama,1,0,174.1770841618867,30.62764152,-88.14996998
Alabama,1,0,232.41282849576965,30.62938153,-88.08882719
Alabama,1,0,439.24547021572647,30.67229455,-88.14453376
Alabama,1,0,688.93966979531,32.36797017,-86.20487220000001
Alabama,1,0,408.4948201573684,31.238965000000004,-85.541269
Alabama,1,0,348.54284611578345,33.61501618,-85.83390782
Alabama,1,0,385.3920794391168,33.213107,-86.787837
Alabama,1,0,362.00312806331965,34.76619551,-87.67658655
Alabama,1,0,100.0686585205379,34.87276461,-85.80957702
Alabama,2,0,1134.907359709124,33.450188,-86.85057900000001
Alabama,2,0,658.2321374445017,33.58206789,-86.6328892
Alabama,2,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,2,0,295.8700334926459,34.20508,-86.87515
Alabama,2,0,419.0797131242036,34.02090813,-86.01748549999999
Alabama,2,0,82.09042757050905,30.5,-88.333
Alabama,2,0,89.6092802440509,34.11818082,-87.98941598
Alabama,2,0,430.31182306255755,34.69899,-86.602799
Alabama,2,0,124.33523435636428,34.87464,-86.595824
Alabama,2,0,206.6905583917076,33.87343891,-87.26771308
Alabama,2,0,174.1770841618867,30.62764152,-88.14996998
Alabama,2,0,232.41282849576965,30.62938153,-88.08882719
Alabama,2,0,439.24547021572647,30.67229455,-88.14453376
Alabama,2,0,530.6994502768699,32.36797017,-86.20487220000001
Alabama,2,0,408.4948201573684,31.238965000000004,-85.541269
Alabama,2,0,348.54284611578345,33.61501618,-85.83390782
Alabama,2,0,385.3920794391168,33.213107,-86.787837
Alabama,2,0,362.00312806331965,34.76619551,-87.67658655
Alabama,2,0,100.0686585205379,34.87276461,-85.80957702
Alabama,3,0,872.2643470738903,33.450188,-86.85057900000001
Alabama,3,0,598.6816807608517,33.58206789,-86.6328892
Alabama,3,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,3,0,295.8700334926459,34.20508,-86.87515
Alabama,3,0,419.0797131242036,34.02090813,-86.01748549999999
Alabama,3,0,82.09042757050905,30.5,-88.333
Alabama,3,0,89.6092802440509,34.11818082,-87.98941598
Alabama,3,0,430.31182306255755,34.69899,-86.602799
Alabama,3,0,124.33523435636428,34.87464,-86.595824
Alabama,3,0,206.6905583917076,33.87343891,-87.26771308
Alabama,3,0,174.1770841618867,30.62764152,-88.14996998
Alabama,3,0,232.41282849576965,30.62938153,-88.08882719
Alabama,3,0,439.24547021572647,30.67229455,-88.14453376
Alabama,3,0,530.6994502768699,32.36797017,-86.20487220000001
Alabama,3,0,408.4948201573684,31.238965000000004,-85.541269
Alabama,3,0,348.54284611578345,33.61501618,-85.83390782
Alabama,3,0,312.8928410908836,33.213107,-86.787837
Alabama,3,0,362.00312806331965,34.76619551,-87.67658655
Alabama,3,0,100.0686585205379,34.87276461,-85.80957702
Alabama,4,0,808.6283430884515,33.450188,-86.85057900000001
Alabama,4,0,254.88047279355047,33.58206789,-86.6328892
Alabama,4,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,4,0,295.8700334926459,34.20508,-86.87515
Alabama,4,0,419.0797131242036,34.02090813,-86.01748549999999
Alabama,4,0,82.09042757050905,30.5,-88.333
Alabama,4,0,89.6092802440509,34.11818082,-87.98941598
Alabama,4,0,430.31182306255755,34.69899,-86.602799
Alabama,4,0,124.33523435636428,34.87464,-86.595824
Alabama,4,0,206.6905583917076,33.87343891,-87.26771308
Alabama,4,0,174.1770841618867,30.62764152,-88.14996998
Alabama,4,0,232.41282849576965,30.62938153,-88.08882719
Alabama,4,0,439.24547021572647,30.67229455,-88.14453376
Alabama,4,0,530.6994502768699,32.36797017,-86.20487220000001
Alabama,4,0,408.4948201573684,31.238965000000004,-85.541269
Alabama,4,0,348.54284611578345,33.61501618,-85.83390782
Alabama,4,0,312.8928410908836,33.213107,-86.787837
Alabama,4,0,362.00312806331965,34.76619551,-87.67658655
Alabama,4,0,100.0686585205379,34.87276461,-85.80957702
Alabama,5,0,546.3049644489103,33.450188,-86.85057900000001
Alabama,5,0,254.88047279355047,33.58206789,-86.6328892
Alabama,5,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,5,0,295.8700334926459,34.20508,-86.87515
Alabama,5,0,419.0797131242036,34.02090813,-86.01748549999999
Alabama,5,0,82.09042757050905,30.5,-88.333
Alabama,5,0,89.6092802440509,34.11818082,-87.98941598
Alabama,5,0,430.31182306255755,34.69899,-86.602799
Alabama,5,0,124.33523435636428,34.87464,-86.595824
Alabama,5,0,196.48870647068813,33.87343891,-87.26771308
Alabama,5,0,174.1770841618867,30.62764152,-88.14996998
Alabama,5,0,232.41282849576965,30.62938153,-88.08882719
Alabama,5,0,439.24547021572647,30.67229455,-88.14453376
Alabama,5,0,530.6994502768699,32.36797017,-86.20487220000001
Alabama,5,0,408.4948201573684,31.238965000000004,-85.541269
Alabama,5,0,348.54284611578345,33.61501618,-85.83390782
Alabama,5,0,303.17404506284265,33.213107,-86.787837
Alabama,5,0,362.00312806331965,34.76619551,-87.67658655
Alabama,5,0,100.0686585205379,34.87276461,-85.80957702
Alabama,6,0,546.3049644489103,33.450188,-86.85057900000001
Alabama,6,0,254.88047279355047,33.58206789,-86.6328892
Alabama,6,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,6,0,295.8700334926459,34.20508,-86.87515
Alabama,6,0,310.5176394085254,34.02090813,-86.01748549999999
Alabama,6,0,82.09042757050905,30.5,-88.333
Alabama,6,0,89.6092802440509,34.11818082,-87.98941598
Alabama,6,0,430.31182306255755,34.69899,-86.602799
Alabama,6,0,124.33523435636428,34.87464,-86.595824
Alabama,6,0,196.48870647068813,33.87343891,-87.26771308
Alabama,6,0,174.1770841618867,30.62764152,-88.14996998
Alabama,6,0,232.41282849576965,30.62938153,-88.08882719
Alabama,6,0,439.24547021572647,30.67229455,-88.14453376
Alabama,6,0,530.6994502768699,32.36797017,-86.20487220000001
Alabama,6,0,408.4948201573684,31.238965000000004,-85.541269
Alabama,6,0,348.54284611578345,33.61501618,-85.83390782
Alabama,6,0,303.17404506284265,33.213107,-86.787837
Alabama,6,0,362.00312806331965,34.76619551,-87.67658655
Alabama,6,0,100.0686585205379,34.87276461,-85.80957702
Alabama,7,0,546.3049644489103,33.450188,-86.85057900000001
Alabama,7,0,254.88047279355047,33.58206789,-86.6328892
Alabama,7,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,7,0,295.8700334926459,34.20508,-86.87515
Alabama,7,0,310.5176394085254,34.02090813,-86.01748549999999
Alabama,7,0,82.09042757050905,30.5,-88.333
Alabama,7,0,89.6092802440509,34.11818082,-87.98941598
Alabama,7,0,430.31182306255755,34.69899,-86.602799
Alabama,7,0,124.33523435636428,34.87464,-86.595824
Alabama,7,0,196.48870647068813,33.87343891,-87.26771308
Alabama,7,0,174.1770841618867,30.62764152,-88.14996998
Alabama,7,0,112.01864135291271,30.62938153,-88.08882719
Alabama,7,0,439.24547021572647,30.67229455,-88.14453376
Alabama,7,0,530.6994502768699,32.36797017,-86.20487220000001
Alabama,7,0,408.4948201573684,31.238965000000004,-85.541269
Alabama,7,0,348.54284611578345,33.61501618,-85.83390782
Alabama,7,0,303.17404506284265,33.213107,-86.787837
Alabama,7,0,362.00312806331965,34.76619551,-87.67658655
Alabama,7,0,100.0686585205379,34.87276461,-85.80957702
Alabama,8,0,546.3049644489103,33.450188,-86.85057900000001
Alabama,8,0,254.88047279355047,33.58206789,-86.6328892
Alabama,8,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,8,0,295.8700334926459,34.20508,-86.87515
Alabama,8,0,310.5176394085254,34.02090813,-86.01748549999999
Alabama,8,0,82.09042757050905,30.5,-88.333
Alabama,8,0,89.6092802440509,34.11818082,-87.98941598
Alabama,8,0,430.31182306255755,34.69899,-86.602799
Alabama,8,0,124.33523435636428,34.87464,-86.595824
Alabama,8,0,196.48870647068813,33.87343891,-87.26771308
Alabama,8,0,174.1770841618867,30.62764152,-88.14996998
Alabama,8,0,112.01864135291271,30.62938153,-88.08882719
Alabama,8,0,439.24547021572647,30.67229455,-88.14453376
Alabama,8,0,530.6994502768699,32.36797017,-86.20487220000001
Alabama,8,0,185.71134960513996,31.238965000000004,-85.541269
Alabama,8,0,348.54284611578345,33.61501618,-85.83390782
Alabama,8,0,303.17404506284265,33.213107,-86.787837
Alabama,8,0,362.00312806331965,34.76619551,-87.67658655
Alabama,8,0,100.0686585205379,34.87276461,-85.80957702
Alabama,9,0,546.3049644489103,33.450188,-86.85057900000001
Alabama,9,0,254.88047279355047,33.58206789,-86.6328892
Alabama,9,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,9,0,295.8700334926459,34.20508,-86.87515
Alabama,9,0,310.5176394085254,34.02090813,-86.01748549999999
Alabama,9,0,82.09042757050905,30.5,-88.333
Alabama,9,0,89.6092802440509,34.11818082,-87.98941598
Alabama,9,0,430.31182306255755,34.69899,-86.602799
Alabama,9,0,124.33523435636428,34.87464,-86.595824
Alabama,9,0,196.48870647068813,33.87343891,-87.26771308
Alabama,9,0,174.1770841618867,30.62764152,-88.14996998
Alabama,9,0,112.01864135291271,30.62938153,-88.08882719
Alabama,9,0,439.24547021572647,30.67229455,-88.14453376
Alabama,9,0,530.6994502768699,32.36797017,-86.20487220000001
Alabama,9,0,88.20225784748477,31.238965000000004,-85.541269
Alabama,9,0,348.54284611578345,33.61501618,-85.83390782
Alabama,9,0,303.17404506284265,33.213107,-86.787837
Alabama,9,0,362.00312806331965,34.76619551,-87.67658655
Alabama,9,0,100.0686585205379,34.87276461,-85.80957702
Alabama,10,0,299.3600664753986,33.450188,-86.85057900000001
Alabama,10,0,242.7848495398437,33.58206789,-86.6328892
Alabama,10,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,10,0,295.8700334926459,34.20508,-86.87515
Alabama,10,0,310.5176394085254,34.02090813,-86.01748549999999
Alabama,10,0,82.09042757050905,30.5,-88.333
Alabama,10,0,89.6092802440509,34.11818082,-87.98941598
Alabama,10,0,430.31182306255755,34.69899,-86.602799
Alabama,10,0,124.33523435636428,34.87464,-86.595824
Alabama,10,0,196.48870647068813,33.87343891,-87.26771308
Alabama,10,0,174.1770841618867,30.62764152,-88.14996998
Alabama,10,0,112.01864135291271,30.62938153,-88.08882719
Alabama,10,0,439.24547021572647,30.67229455,-88.14453376
Alabama,10,0,530.6994502768699,32.36797017,-86.20487220000001
Alabama,10,0,88.20225784748477,31.238965000000004,-85.541269
Alabama,10,0,348.54284611578345,33.61501618,-85.83390782
Alabama,10,0,303.17404506284265,33.213107,-86.787837
Alabama,10,0,362.00312806331965,34.76619551,-87.67658655
Alabama,10,0,100.0686585205379,34.87276461,-85.80957702
Alabama,11,0,299.3600664753986,33.450188,-86.85057900000001
Alabama,11,0,242.7848495398437,33.58206789,-86.6328892
Alabama,11,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,11,0,295.8700334926459,34.20508,-86.87515
Alabama,11,0,259.2440231740128,34.02090813,-86.01748549999999
Alabama,11,0,82.09042757050905,30.5,-88.333
Alabama,11,0,89.6092802440509,34.11818082,-87.98941598
Alabama,11,0,430.31182306255755,34.69899,-86.602799
Alabama,11,0,124.33523435636428,34.87464,-86.595824
Alabama,11,0,196.48870647068813,33.87343891,-87.26771308
Alabama,11,0,174.1770841618867,30.62764152,-88.14996998
Alabama,11,0,112.01864135291271,30.62938153,-88.08882719
Alabama,11,0,439.24547021572647,30.67229455,-88.14453376
Alabama,11,0,530.6994502768699,32.36797017,-86.20487220000001
Alabama,11,0,88.20225784748477,31.238965000000004,-85.541269
Alabama,11,0,248.89634763284727,33.61501618,-85.83390782
Alabama,11,0,303.17404506284265,33.213107,-86.787837
Alabama,11,0,362.00312806331965,34.76619551,-87.67658655
Alabama,11,0,100.0686585205379,34.87276461,-85.80957702
Alabama,12,0,299.3600664753986,33.450188,-86.85057900000001
Alabama,12,0,242.7848495398437,33.58206789,-86.6328892
Alabama,12,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,12,0,295.8700334926459,34.20508,-86.87515
Alabama,12,0,259.2440231740128,34.02090813,-86.01748549999999
Alabama,12,0,82.09042757050905,30.5,-88.333
Alabama,12,0,89.6092802440509,34.11818082,-87.98941598
Alabama,12,0,430.31182306255755,34.69899,-86.602799
Alabama,12,0,124.33523435636428,34.87464,-86.595824
Alabama,12,0,196.48870647068813,33.87343891,-87.26771308
Alabama,12,0,174.1770841618867,30.62764152,-88.14996998
Alabama,12,0,112.01864135291271,30.62938153,-88.08882719
Alabama,12,0,439.24547021572647,30.67229455,-88.14453376
Alabama,12,0,530.6994502768699,32.36797017,-86.20487220000001
Alabama,12,0,88.20225784748477,31.238965000000004,-85.541269
Alabama,12,0,181.77080560652516,33.61501618,-85.83390782
Alabama,12,0,303.17404506284265,33.213107,-86.787837
Alabama,12,0,362.00312806331965,34.76619551,-87.67658655
Alabama,12,0,100.0686585205379,34.87276461,-85.80957702
Alabama,13,0,299.3600664753986,33.450188,-86.85057900000001
Alabama,13,0,242.7848495398437,33.58206789,-86.6328892
Alabama,13,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,13,0,295.8700334926459,34.20508,-86.87515
Alabama,13,0,259.2440231740128,34.02090813,-86.01748549999999
Alabama,13,0,82.09042757050905,30.5,-88.333
Alabama,13,0,89.6092802440509,34.11818082,-87.98941598
Alabama,13,0,430.31182306255755,34.69899,-86.602799
Alabama,13,0,124.33523435636428,34.87464,-86.595824
Alabama,13,0,196.48870647068813,33.87343891,-87.26771308
Alabama,13,0,174.1770841618867,30.62764152,-88.14996998
Alabama,13,0,104.33853799755373,30.62938153,-88.08882719
Alabama,13,0,195.47778025789566,30.67229455,-88.14453376
Alabama,13,0,530.6994502768699,32.36797017,-86.20487220000001
Alabama,13,0,88.20225784748477,31.238965000000004,-85.541269
Alabama,13,0,181.77080560652516,33.61501618,-85.83390782
Alabama,13,0,303.17404506284265,33.213107,-86.787837
Alabama,13,0,362.00312806331965,34.76619551,-87.67658655
Alabama,13,0,100.0686585205379,34.87276461,-85.80957702
Alabama,14,0,299.3600664753986,33.450188,-86.85057900000001
Alabama,14,0,242.7848495398437,33.58206789,-86.6328892
Alabama,14,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,14,0,218.286083648505,34.20508,-86.87515
Alabama,14,0,259.2440231740128,34.02090813,-86.01748549999999
Alabama,14,0,82.09042757050905,30.5,-88.333
Alabama,14,0,89.6092802440509,34.11818082,-87.98941598
Alabama,14,0,430.31182306255755,34.69899,-86.602799
Alabama,14,0,124.33523435636428,34.87464,-86.595824
Alabama,14,0,196.48870647068813,33.87343891,-87.26771308
Alabama,14,0,174.1770841618867,30.62764152,-88.14996998
Alabama,14,0,104.33853799755373,30.62938153,-88.08882719
Alabama,14,0,195.47778025789566,30.67229455,-88.14453376
Alabama,14,0,530.6994502768699,32.36797017,-86.20487220000001
Alabama,14,0,88.20225784748477,31.238965000000004,-85.541269
Alabama,14,0,181.77080560652516,33.61501618,-85.83390782
Alabama,14,0,303.17404506284265,33.213107,-86.787837
Alabama,14,0,362.00312806331965,34.76619551,-87.67658655
Alabama,14,0,100.0686585205379,34.87276461,-85.80957702
Alabama,15,0,256.6901298958017,33.450188,-86.85057900000001
Alabama,15,0,161.9318686017359,33.58206789,-86.6328892
Alabama,15,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,15,0,218.286083648505,34.20508,-86.87515
Alabama,15,0,245.95157489372951,34.02090813,-86.01748549999999
Alabama,15,0,82.09042757050905,30.5,-88.333
Alabama,15,0,89.6092802440509,34.11818082,-87.98941598
Alabama,15,0,430.31182306255755,34.69899,-86.602799
Alabama,15,0,124.33523435636428,34.87464,-86.595824
Alabama,15,0,196.48870647068813,33.87343891,-87.26771308
Alabama,15,0,174.1770841618867,30.62764152,-88.14996998
Alabama,15,0,104.33853799755373,30.62938153,-88.08882719
Alabama,15,0,195.47778025789566,30.67229455,-88.14453376
Alabama,15,0,530.6994502768699,32.36797017,-86.20487220000001
Alabama,15,0,88.20225784748477,31.238965000000004,-85.541269
Alabama,15,0,181.77080560652516,33.61501618,-85.83390782
Alabama,15,0,303.17404506284265,33.213107,-86.787837
Alabama,15,0,362.00312806331965,34.76619551,-87.67658655
Alabama,15,0,100.0686585205379,34.87276461,-85.80957702
Alabama,16,0,256.6901298958017,33.450188,-86.85057900000001
Alabama,16,0,161.9318686017359,33.58206789,-86.6328892
Alabama,16,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,16,0,218.286083648505,34.20508,-86.87515
Alabama,16,0,245.95157489372951,34.02090813,-86.01748549999999
Alabama,16,0,82.09042757050905,30.5,-88.333
Alabama,16,0,89.6092802440509,34.11818082,-87.98941598
Alabama,16,0,430.31182306255755,34.69899,-86.602799
Alabama,16,0,124.33523435636428,34.87464,-86.595824
Alabama,16,0,196.48870647068813,33.87343891,-87.26771308
Alabama,16,0,174.1770841618867,30.62764152,-88.14996998
Alabama,16,0,104.33853799755373,30.62938153,-88.08882719
Alabama,16,0,195.47778025789566,30.67229455,-88.14453376
Alabama,16,0,265.3888225486636,32.36797017,-86.20487220000001
Alabama,16,0,88.20225784748477,31.238965000000004,-85.541269
Alabama,16,0,181.77080560652516,33.61501618,-85.83390782
Alabama,16,0,303.17404506284265,33.213107,-86.787837
Alabama,16,0,362.00312806331965,34.76619551,-87.67658655
Alabama,16,0,100.0686585205379,34.87276461,-85.80957702
Alabama,17,0,159.4036357887878,33.450188,-86.85057900000001
Alabama,17,0,172.6528253489246,33.58206789,-86.6328892
Alabama,17,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,17,0,218.286083648505,34.20508,-86.87515
Alabama,17,0,245.95157489372951,34.02090813,-86.01748549999999
Alabama,17,0,82.09042757050905,30.5,-88.333
Alabama,17,0,89.6092802440509,34.11818082,-87.98941598
Alabama,17,0,430.31182306255755,34.69899,-86.602799
Alabama,17,0,124.33523435636428,34.87464,-86.595824
Alabama,17,0,196.48870647068813,33.87343891,-87.26771308
Alabama,17,0,174.1770841618867,30.62764152,-88.14996998
Alabama,17,0,104.33853799755373,30.62938153,-88.08882719
Alabama,17,0,195.47778025789566,30.67229455,-88.14453376
Alabama,17,0,265.3888225486636,32.36797017,-86.20487220000001
Alabama,17,0,88.20225784748477,31.238965000000004,-85.541269
Alabama,17,0,181.77080560652516,33.61501618,-85.83390782
Alabama,17,0,262.9290009568751,33.213107,-86.787837
Alabama,17,0,362.00312806331965,34.76619551,-87.67658655
Alabama,17,0,100.0686585205379,34.87276461,-85.80957702
Alabama,18,0,151.38635004275983,33.450188,-86.85057900000001
Alabama,18,0,167.12772345085935,33.58206789,-86.6328892
Alabama,18,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,18,0,218.286083648505,34.20508,-86.87515
Alabama,18,0,245.95157489372951,34.02090813,-86.01748549999999
Alabama,18,0,82.09042757050905,30.5,-88.333
Alabama,18,0,89.6092802440509,34.11818082,-87.98941598
Alabama,18,0,430.31182306255755,34.69899,-86.602799
Alabama,18,0,124.33523435636428,34.87464,-86.595824
Alabama,18,0,183.23230713313384,33.87343891,-87.26771308
Alabama,18,0,174.1770841618867,30.62764152,-88.14996998
Alabama,18,0,104.33853799755373,30.62938153,-88.08882719
Alabama,18,0,195.47778025789566,30.67229455,-88.14453376
Alabama,18,0,265.3888225486636,32.36797017,-86.20487220000001
Alabama,18,0,88.20225784748477,31.238965000000004,-85.541269
Alabama,18,0,181.77080560652516,33.61501618,-85.83390782
Alabama,18,0,262.9290009568751,33.213107,-86.787837
Alabama,18,0,362.00312806331965,34.76619551,-87.67658655
Alabama,18,0,100.0686585205379,34.87276461,-85.80957702
Alabama,19,0,151.38635004275983,33.450188,-86.85057900000001
Alabama,19,0,167.12772345085935,33.58206789,-86.6328892
Alabama,19,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,19,0,122.41927262260121,34.20508,-86.87515
Alabama,19,0,245.95157489372951,34.02090813,-86.01748549999999
Alabama,19,0,82.09042757050905,30.5,-88.333
Alabama,19,0,89.6092802440509,34.11818082,-87.98941598
Alabama,19,0,430.31182306255755,34.69899,-86.602799
Alabama,19,0,124.33523435636428,34.87464,-86.595824
Alabama,19,0,183.23230713313384,33.87343891,-87.26771308
Alabama,19,0,174.1770841618867,30.62764152,-88.14996998
Alabama,19,0,104.33853799755373,30.62938153,-88.08882719
Alabama,19,0,195.47778025789566,30.67229455,-88.14453376
Alabama,19,0,265.3888225486636,32.36797017,-86.20487220000001
Alabama,19,0,88.20225784748477,31.238965000000004,-85.541269
Alabama,19,0,181.77080560652516,33.61501618,-85.83390782
Alabama,19,0,262.9290009568751,33.213107,-86.787837
Alabama,19,0,362.00312806331965,34.76619551,-87.67658655
Alabama,19,0,100.0686585205379,34.87276461,-85.80957702
Alabama,20,0,151.38635004275983,33.450188,-86.85057900000001
Alabama,20,0,167.12772345085935,33.58206789,-86.6328892
Alabama,20,0,103.39028218768087,32.812284999999996,-86.579141
Alabama,20,0,122.41927262260121,34.20508,-86.87515
Alabama,20,0,245.95157489372951,34.02090813,-86.01748549999999
Alabama,20,0,82.09042757050905,30.5,-88.333
Alabama,20,0,89.6092802440509,34.11818082,-87.98941598
Alabama,20,0,351.757392009274,34.69899,-86.602799
Alabama,20,0,124.33523435636428,34.87464,-86.595824
Alabama,20,0,183.23230713313384,33.87343891,-87.26771308
Alabama,20,0,174.1770841618867,30.62764152,-88.14996998
Alabama,20,0,104.33853799755373,30.62938153,-88.08882719
Alabama,20,0,195.47778025789566,30.67229455,-88.14453376
Alabama,20,0,265.3888225486636,32.36797017,-86.20487220000001
Alabama,20,0,88.20225784748477,31.238965000000004,-85.541269
Alabama,20,0,181.77080560652516,33.61501618,-85.83390782
Alabama,20,0,262.9290009568751,33.213107,-86.787837
Alabama,20,0,362.00312806331965,34.76619551,-87.67658655
Alabama,20,0,100.0686585205379,34.87276461,-85.80957702
Alabama,21,0,151.38635004275983,33.450188,-86.85057900000001
Alabama,21,0,167.12772345085935,33.58206789,-86.6328892
Alabama,21,0,89.99507774699697,32.812284999999996,-86.579141
Alabama,21,0,122.41927262260121,34.20508,-86.87515
Alabama,21,0,245.95157489372951,34.02090813,-86.01748549999999
Alabama,21,0,82.09042757050905,30.5,-88.333
Alabama,21,0,89.6092802440509,34.11818082,-87.98941598
Alabama,21,0,351.757392009274,34.69899,-86.602799
Alabama,21,0,124.33523435636428,34.87464,-86.595824
Alabama,21,0,183.23230713313384,33.87343891,-87.26771308
Alabama,21,0,174.1770841618867,30.62764152,-88.14996998
Alabama,21,0,104.33853799755373,30.62938153,-88.08882719
Alabama,21,0,195.47778025789566,30.67229455,-88.14453376
Alabama,21,0,240.88126754884144,32.36797017,-86.20487220000001
Alabama,21,0,88.20225784748477,31.238965000000004,-85.541269
Alabama,21,0,181.77080560652516,33.61501618,-85.83390782
Alabama,21,0,262.9290009568751,33.213107,-86.787837
Alabama,21,0,362.00312806331965,34.76619551,-87.67658655
Alabama,21,0,100.0686585205379,34.87276461,-85.80957702
Alabama,22,0,151.38635004275983,33.450188,-86.85057900000001
Alabama,22,0,167.12772345085935,33.58206789,-86.6328892
