State,k,lambda,Clients,Longitude,Latitude
Alabama,22,0,89.99507774699697,32.812284999999996,-86.579141
Alabama,22,0,122.41927262260121,34.20508,-86.87515
Alabama,22,0,245.95157489372951,34.02090813,-86.01748549999999
Alabama,22,0,82.09042757050905,30.5,-88.333
Alabama,22,0,89.6092802440509,34.11818082,-87.98941598
Alabama,22,0,351.757392009274,34.69899,-86.602799
Alabama,22,0,124.33523435636428,34.87464,-86.595824
Alabama,22,0,183.23230713313384,33.87343891,-87.26771308
Alabama,22,0,174.1770841618867,30.62764152,-88.14996998
Alabama,22,0,104.33853799755373,30.62938153,-88.08882719
Alabama,22,0,195.47778025789566,30.67229455,-88.14453376
Alabama,22,0,240.88126754884144,32.36797017,-86.20487220000001
Alabama,22,0,47.31830607653097,31.238965000000004,-85.541269
Alabama,22,0,181.77080560652516,33.61501618,-85.83390782
Alabama,22,0,262.9290009568751,33.213107,-86.787837
Alabama,22,0,362.00312806331965,34.76619551,-87.67658655
Alabama,22,0,100.0686585205379,34.87276461,-85.80957702
Alabama,23,0,151.38635004275983,33.450188,-86.85057900000001
Alabama,23,0,167.12772345085935,33.58206789,-86.6328892
Alabama,23,0,89.99507774699697,32.812284999999996,-86.579141
Alabama,23,0,122.41927262260121,34.20508,-86.87515
Alabama,23,0,245.95157489372951,34.02090813,-86.01748549999999
Alabama,23,0,82.09042757050905,30.5,-88.333
Alabama,23,0,89.6092802440509,34.11818082,-87.98941598
Alabama,23,0,351.757392009274,34.69899,-86.602799
Alabama,23,0,124.33523435636428,34.87464,-86.595824
Alabama,23,0,183.23230713313384,33.87343891,-87.26771308
Alabama,23,0,174.1770841618867,30.62764152,-88.14996998
Alabama,23,0,104.33853799755373,30.62938153,-88.08882719
Alabama,23,0,195.47778025789566,30.67229455,-88.14453376
Alabama,23,0,240.88126754884144,32.36797017,-86.20487220000001
Alabama,23,0,47.31830607653097,31.238965000000004,-85.541269
Alabama,23,0,181.77080560652516,33.61501618,-85.83390782
Alabama,23,0,262.9290009568751,33.213107,-86.787837
Alabama,23,0,186.98468297321898,34.76619551,-87.67658655
Alabama,23,0,100.0686585205379,34.87276461,-85.80957702
Alabama,24,0,151.38635004275983,33.450188,-86.85057900000001
Alabama,24,0,167.12772345085935,33.58206789,-86.6328892
Alabama,24,0,89.99507774699697,32.812284999999996,-86.579141
Alabama,24,0,122.41927262260121,34.20508,-86.87515
Alabama,24,0,245.95157489372951,34.02090813,-86.01748549999999
Alabama,24,0,82.09042757050905,30.5,-88.333
Alabama,24,0,89.6092802440509,34.11818082,-87.98941598
Alabama,24,0,351.757392009274,34.69899,-86.602799
Alabama,24,0,124.33523435636428,34.87464,-86.595824
Alabama,24,0,183.23230713313384,33.87343891,-87.26771308
Alabama,24,0,174.1770841618867,30.62764152,-88.14996998
Alabama,24,0,104.33853799755373,30.62938153,-88.08882719
Alabama,24,0,195.47778025789566,30.67229455,-88.14453376
Alabama,24,0,240.88126754884144,32.36797017,-86.20487220000001
Alabama,24,0,47.31830607653097,31.238965000000004,-85.541269
Alabama,24,0,181.77080560652516,33.61501618,-85.83390782
Alabama,24,0,262.9290009568751,33.213107,-86.787837
Alabama,24,0,186.98468297321898,34.76619551,-87.67658655
Alabama,24,0,100.0686585205379,34.87276461,-85.80957702
Alabama,25,0,151.38635004275983,33.450188,-86.85057900000001
Alabama,25,0,167.12772345085935,33.58206789,-86.6328892
Alabama,25,0,89.99507774699697,32.812284999999996,-86.579141
Alabama,25,0,122.41927262260121,34.20508,-86.87515
Alabama,25,0,245.95157489372951,34.02090813,-86.01748549999999
Alabama,25,0,82.09042757050905,30.5,-88.333
Alabama,25,0,89.6092802440509,34.11818082,-87.98941598
Alabama,25,0,351.757392009274,34.69899,-86.602799
Alabama,25,0,124.33523435636428,34.87464,-86.595824
Alabama,25,0,183.23230713313384,33.87343891,-87.26771308
Alabama,25,0,174.1770841618867,30.62764152,-88.14996998
Alabama,25,0,104.33853799755373,30.62938153,-88.08882719
Alabama,25,0,195.47778025789566,30.67229455,-88.14453376
