State,k,lambda,Objective Value,Existing clients,New clients,Existing sum distance,New sum distance,Reassigned Clients,Reassigned Distance,Total Distance,Existing Average,Run Time
Missouri,6,0,23046.29130641222,3551.9999999999945,138.12982530631473,23046.29130641222,2795.0963353760308,1332.9019568843828,8334.65840634027,25841.38764178825,6.488257687616063,4.583447262644768
Missouri,7,0,22318.565514493268,3551.9999999999945,158.6346882360634,22318.565514493268,3205.1959016997853,1408.289862423483,8502.053411409823,25523.761416193054,6.283379930882123,4.819458160549402
Missouri,8,0,21787.639723152155,3551.9999999999945,158.63468823597233,21787.639723152155,3173.8028646779903,1424.3270836691427,8083.0849206781995,24961.442587830144,6.133907579716269,6.59839741140604
Missouri,9,0,21316.513669064116,3551.9999999999945,163.6398768657613,21316.513669064116,3296.446262215684,1471.9238019750164,8093.989403703209,24612.9599312798,6.001270740164456,6.82777026668191
Missouri,10,0,20943.225096401242,3551.9999999999945,191.89249992068616,20943.225096401242,3920.630982953771,1547.9265601774914,8689.374956002559,24863.856079355013,5.896178236599458,6.640005886554718
Missouri,11,0,20575.82650266007,3551.9999999999945,222.81338365079637,20575.82650266007,4448.886594656652,1580.3138396362215,8925.802329029277,25024.713097316722,5.792743947820975,6.78449173271656
Missouri,12,0,20218.82622518916,3551.9999999999945,234.52810382832732,20218.82622518916,4672.695905220046,1583.3962667497387,8601.801545312175,24891.52213040921,5.692237112947407,5.89503001794219
Missouri,13,0,19897.957173117422,3551.9999999999945,234.52810382842176,19897.957173117422,4698.440003880461,1679.3831675682025,8816.844601812361,24596.39717699788,5.60190235729658,6.451857805252075
Missouri,14,0,19586.25406737848,3551.9999999999945,287.8474709285719,19586.25406737848,5798.149569997741,1696.939100962405,8664.948906994341,25384.40363737622,5.51414810455476,4.527513969689608
Missouri,15,0,19288.37429389913,3551.9999999999945,307.86006522155975,19288.37429389913,6116.445753930738,1736.238712056383,8881.580256380275,25404.820047829868,5.430285555714854,4.5787948705255985
Missouri,16,0,18997.48130761974,3551.9999999999945,307.86006522155975,18997.48130761974,6116.445753930738,1771.4917038082995,8802.496931696987,25113.927061550476,5.348390007775835,4.455404214560986
Missouri,17,0,18721.005194728692,3551.9999999999945,353.11097222774436,18721.005194728692,6828.816698241881,1771.4917038082995,8526.020818805944,25549.821892970573,5.270553264281735,4.313133887946606
Missouri,18,0,18449.242551007203,3551.9999999999945,353.1109722277587,18449.242551007203,6828.816698241881,1870.3962556852669,8799.311916578179,25278.059249249083,5.194043510981765,4.22988336533308
Missouri,19,0,18192.93951451849,3551.9999999999945,307.249651464301,18192.93951451849,5959.013253392218,1922.6353752462805,8881.836764433632,24151.95276791071,5.121886124582916,4.4075214341282845
Missouri,20,0,17935.01415507313,3551.9999999999945,307.24965146430094,17935.01415507313,5959.013253392217,2036.1692126564121,9293.892875621,23894.02740846535,5.049272003117443,4.342029854655266
Missouri,21,0,17693.605736360805,3551.9999999999945,326.3523677953184,17693.605736360805,6386.790505659033,2068.6277023659886,9467.167484333064,24080.396242019837,4.981307921272757,4.35238541290164
Missouri,22,0,17457.585757476183,3551.9999999999945,351.95846493264173,17457.585757476183,6922.6265376222855,2075.194691497355,9410.790537679255,24380.21229509847,4.91486085514533,4.40310225635767
Missouri,23,0,17222.107570756038,3551.9999999999945,356.7784662415104,17222.107570756038,6900.698808915762,2113.237182799513,9670.246899270642,24122.806379671798,4.848566320595738,4.396424520760775
Missouri,24,0,16992.175372033278,3551.9999999999945,360.6443004571412,16992.175372033278,7009.660392458791,2113.2371827995134,9440.314700547873,24001.83576449207,4.783833156540908,4.327791277319193
Missouri,25,0,16781.617083330286,3551.9999999999945,360.6443004571411,16781.617083330286,7009.660392458791,2169.9404459938687,9586.097730449084,23791.277475789077,4.724554359045696,4.418404251337051
Montana,1,0,5145.289011754734,727.0,0.0,5145.289011754734,0.0,90.78378024669763,331.0634669117405,5145.289011754734,7.077426426072536,0.1336822248995304
Montana,2,0,4752.785800962504,727.0,0.0,4752.785800962504,0.0,136.23535046123826,661.9177382892558,4752.785800962504,6.537532050842509,0.04341673478484154
Montana,3,0,4410.407501522059,727.0,7.03382713865185,4410.407501522059,172.65171072412744,205.7649023991568,908.482041163895,4583.059212246186,6.066585284074359,0.04360954090952873
Montana,4,0,4086.971916440346,727.0,7.033827138651849,4086.971916440346,172.6517107241274,220.3176195428197,908.482041163895,4259.623627164473,5.621694520550682,0.0433170311152935
Montana,5,0,3838.9927956600504,727.0,7.03382713865185,3838.9927956600504,172.65171072412744,253.05593268830341,1032.808151239974,4011.644506384178,5.280595317276548,0.04366670176386833
Montana,6,0,3611.2649006662846,727.0,7.03382713865185,3611.2649006662846,172.65171072412744,264.2395718854933,1032.808151239974,3783.916611390412,4.967351995414422,0.044348131865262985
Montana,7,0,3389.4412705314344,727.0,7.033827138651849,3389.4412705314344,172.6517107241274,279.6951948373397,1110.7121932186924,3562.092981255562,4.662230083261946,0.04533858224749565
Montana,8,0,3209.414525195744,727.0,7.03382713865185,3209.414525195744,172.65171072412744,291.3619281485014,1110.7121932186924,3382.0662359198714,4.41460044731189,0.045323725789785385
Montana,9,0,3035.4252342059976,727.0,7.033827138651849,3035.4252342059976,172.6517107241274,303.89461484519757,1110.7121932186924,3208.076944930125,4.175275425317741,0.04517945647239685
Montana,10,0,2866.863064645632,727.0,7.033827138651849,2866.863064645632,172.6517107241274,316.2768172405299,1144.4656851881994,3039.5147753697597,3.943415494698256,0.044064711779356
