lambda,Existing Sum travel distance,New Sum travel distance,Reassigned Clients,Unserved Clients met,Total Distance,k,state
0.01,76017.05651,1749.156735,363.5190788,83.82130569,77766.21325,1,Alabama
0.040625,76017.05651,1749.156735,363.5190788,83.82130569,77766.21325,1,Alabama
0.04828125,76017.05651,1749.156735,363.5190788,83.82130569,77766.21325,1,Alabama
0.0559375,76093.27048,2455.667953,326.2566914,117.7763301,78548.93844,1,Alabama
0.07125,76093.27048,2455.667953,326.2566914,117.7763301,78548.93844,1,Alabama
0.1325,76093.27048,2455.667953,326.2566914,117.7763301,78548.93844,1,Alabama
0.14015625,76150.09196,2636.491807,326.2566914,126.8113774,78786.58377,1,Alabama
0.1478125,76150.09196,2636.491807,326.2566914,126.8113774,78786.58377,1,Alabama
0.163125,76150.09196,2636.491807,326.2566914,126.8113774,78786.58377,1,Alabama
0.19375,76150.09196,2636.491807,326.2566914,126.8113774,78786.58377,1,Alabama
0.255,76150.09196,2636.491807,326.2566914,126.8113774,78786.58377,1,Alabama
0.2703125,76150.09196,2636.491807,326.2566914,126.8113774,78786.58377,1,Alabama
0.27796875,76150.09196,2636.491807,326.2566914,126.8113774,78786.58377,1,Alabama
0.285625,78334.98401,3907.753263,0,267.0739199,82242.73727,1,Alabama
0.31625,78334.98401,3907.753263,0,267.0739199,82242.73727,1,Alabama
0.3775,78334.98401,3907.753263,0,267.0739199,82242.73727,1,Alabama
0.5,78334.98401,3907.753263,0,267.0739199,82242.73727,1,Alabama
0.99,78334.98401,3907.753263,0,267.0739199,82242.73727,1,Alabama
0.01,73762.20951,1835.036774,567.446785,87.42728802,75597.24629,2,Alabama
0.040625,73762.20951,1835.036774,567.446785,87.42728802,75597.24629,2,Alabama
0.04828125,73762.20951,1835.036774,567.446785,87.42728802,75597.24629,2,Alabama
0.0559375,73838.42348,2541.547992,530.1843975,121.3823124,76379.97148,2,Alabama
0.07125,73838.42348,2541.547992,530.1843975,121.3823124,76379.97148,2,Alabama
0.1325,73838.42348,2541.547992,530.1843975,121.3823124,76379.97148,2,Alabama
0.14015625,73895.24496,2722.371846,530.1843975,130.4173598,76617.6168,2,Alabama
0.1478125,73895.24496,2722.371846,530.1843975,130.4173598,76617.6168,2,Alabama
0.163125,73895.24496,2722.371846,530.1843975,130.4173598,76617.6168,2,Alabama
0.17078125,73895.24496,2722.371846,530.1843975,130.4173598,76617.6168,2,Alabama
0.1784375,76150.09196,6544.24507,326.2566914,393.8852973,82694.33703,2,Alabama
0.19375,76150.09196,6544.24507,326.2566914,393.8852973,82694.33703,2,Alabama
0.255,76150.09196,6544.24507,326.2566914,393.8852973,82694.33703,2,Alabama
0.31625,76150.09196,6544.24507,326.2566914,393.8852973,82694.33703,2,Alabama
0.32390625,78334.98401,7883.681241,0,512.6203876,86218.66525,2,Alabama
0.3315625,78334.98401,7883.681241,0,512.6203876,86218.66525,2,Alabama
0.346875,78334.98401,7883.681241,0,512.6203876,86218.66525,2,Alabama
0.3775,78334.98401,7883.681241,0,512.6203876,86218.66525,2,Alabama
0.5,78334.98401,7883.681241,0,512.6203876,86218.66525,2,Alabama
0.99,78334.98401,7883.681241,0,512.6203876,86218.66525,2,Alabama
0.01,71889.18972,1989.796594,947.5204431,93.75805094,73878.98631,3,Alabama
0.040625,71889.18972,1989.796594,947.5204431,93.75805094,73878.98631,3,Alabama
0.04828125,71889.18972,1989.796594,947.5204431,93.75805094,73878.98631,3,Alabama
0.0559375,71965.40369,2696.307812,910.2580557,127.7130753,74661.7115,3,Alabama
0.07125,71965.40369,2696.307812,910.2580557,127.7130753,74661.7115,3,Alabama
0.07890625,71965.40369,2696.307812,910.2580557,127.7130753,74661.7115,3,Alabama
0.0865625,71965.27108,2696.307812,924.8771052,127.7130753,74661.57889,3,Alabama
0.09421875,71965.27108,2696.307812,924.8771052,127.7130753,74661.57889,3,Alabama
0.101875,72355.56634,4200.350834,650.5785847,215.2094366,76555.91718,3,Alabama
0.1325,72355.56634,4200.350834,650.5785847,215.2094366,76555.91718,3,Alabama
0.14015625,72412.38782,4381.174688,650.5785847,224.244484,76793.56251,3,Alabama
0.1478125,72412.38782,4381.174688,650.5785847,224.244484,76793.56251,3,Alabama
0.163125,72412.38782,4381.174688,650.5785847,224.244484,76793.56251,3,Alabama
0.17078125,72412.38782,4381.174688,650.5785847,224.244484,76793.56251,3,Alabama
0.1784375,74667.23482,8203.047912,446.6508785,487.7124215,82870.28273,3,Alabama
0.19375,74667.23482,8203.047912,446.6508785,487.7124215,82870.28273,3,Alabama
0.20140625,76150.09196,10520.17305,326.2566914,639.4317651,86670.26501,3,Alabama
0.2090625,76150.09196,10520.17305,326.2566914,639.4317651,86670.26501,3,Alabama
0.224375,76150.09196,10520.17305,326.2566914,639.4317651,86670.26501,3,Alabama
0.255,76150.09196,10520.17305,326.2566914,639.4317651,86670.26501,3,Alabama
0.5,76150.09196,10520.17305,326.2566914,639.4317651,86670.26501,3,Alabama
0.530625,76150.09196,10520.17305,326.2566914,639.4317651,86670.26501,3,Alabama
0.5459375,76150.09196,10520.17305,326.2566914,639.4317651,86670.26501,3,Alabama
0.55359375,77554.76228,9624.018067,129.6490167,668.4791432,87178.78035,3,Alabama
0.56125,77554.76228,9624.018067,129.6490167,668.4791432,87178.78035,3,Alabama
0.6225,77554.76228,9624.018067,129.6490167,668.4791432,87178.78035,3,Alabama
0.745,77554.76228,9624.018067,129.6490167,668.4791432,87178.78035,3,Alabama
0.8675,77554.76228,9624.018067,129.6490167,668.4791432,87178.78035,3,Alabama
0.87515625,77554.76228,9624.018067,129.6490167,668.4791432,87178.78035,3,Alabama
0.8828125,77674.1581,10138.51021,104.5187808,668.8752492,87812.66831,3,Alabama
0.898125,77674.1581,10138.51021,104.5187808,668.8752492,87812.66831,3,Alabama
0.92875,77674.1581,10138.51021,104.5187808,668.8752492,87812.66831,3,Alabama
0.99,77674.1581,10138.51021,104.5187808,668.8752492,87812.66831,3,Alabama
0.01,70195.61655,2808.014502,1281.715808,129.0688523,73003.63105,4,Alabama
0.040625,70195.61655,2808.014502,1281.715808,129.0688523,73003.63105,4,Alabama
0.04828125,70195.61655,2808.014502,1281.715808,129.0688523,73003.63105,4,Alabama
0.0559375,70271.83052,3514.52572,1244.453421,163.0238767,73786.35624,4,Alabama
0.07125,70271.83052,3514.52572,1244.453421,163.0238767,73786.35624,4,Alabama
0.07890625,70271.83052,3514.52572,1244.453421,163.0238767,73786.35624,4,Alabama
0.0865625,70482.54655,4355.110654,1030.652243,221.5401996,74837.6572,4,Alabama
0.101875,70482.54655,4355.110654,1030.652243,221.5401996,74837.6572,4,Alabama
0.10953125,70482.54655,4355.110654,1030.652243,221.5401996,74837.6572,4,Alabama
0.1171875,70482.41394,4355.110654,1045.271292,221.5401996,74837.52459,4,Alabama
0.12484375,70482.41394,4355.110654,1045.271292,221.5401996,74837.52459,4,Alabama
0.1325,70890.71318,5383.022704,759.1406584,292.3106021,76273.73589,4,Alabama
0.14015625,70947.53466,5563.846558,759.1406584,301.3456495,76511.38122,4,Alabama
0.1478125,70947.53466,5563.846558,759.1406584,301.3456495,76511.38122,4,Alabama
0.163125,70947.53466,5563.846558,759.1406584,301.3456495,76511.38122,4,Alabama
0.17078125,72412.38782,8288.927951,650.5785847,491.3184039,80701.31577,4,Alabama
0.1784375,72412.38782,8288.927951,650.5785847,491.3184039,80701.31577,4,Alabama
0.18609375,72412.38782,8288.927951,650.5785847,491.3184039,80701.31577,4,Alabama
0.19375,74667.23482,12178.97589,446.6508785,733.2588893,86846.21071,4,Alabama
0.255,74667.23482,12178.97589,446.6508785,733.2588893,86846.21071,4,Alabama
0.3775,74667.23482,12178.97589,446.6508785,733.2588893,86846.21071,4,Alabama
0.43875,74667.23482,12178.97589,446.6508785,733.2588893,86846.21071,4,Alabama
0.469375,74667.23482,12178.97589,446.6508785,733.2588893,86846.21071,4,Alabama
0.4846875,74667.23482,12178.97589,446.6508785,733.2588893,86846.21071,4,Alabama
0.49234375,75132.89227,12300.41968,427.0897964,745.7841024,87433.31195,4,Alabama
0.5,75132.89227,12300.41968,427.0897964,745.7841024,87433.31195,4,Alabama
0.5153125,75132.89227,12300.41968,427.0897964,745.7841024,87433.31195,4,Alabama
0.52296875,75132.89227,12300.41968,427.0897964,745.7841024,87433.31195,4,Alabama
0.530625,75961.4472,12104.45303,348.0754417,764.8505315,88065.90023,4,Alabama
0.5459375,75961.4472,12104.45303,348.0754417,764.8505315,88065.90023,4,Alabama
0.55359375,77366.11752,11208.29805,151.4677671,793.8979096,88574.41557,4,Alabama
0.56125,77366.11752,11208.29805,151.4677671,793.8979096,88574.41557,4,Alabama
0.6225,77366.11752,11208.29805,151.4677671,793.8979096,88574.41557,4,Alabama
0.745,77366.11752,11208.29805,151.4677671,793.8979096,88574.41557,4,Alabama
0.8675,77366.11752,11208.29805,151.4677671,793.8979096,88574.41557,4,Alabama
0.87515625,77366.11752,11208.29805,151.4677671,793.8979096,88574.41557,4,Alabama
0.8828125,77485.51335,11722.79019,126.3375311,794.2940156,89208.30353,4,Alabama
0.898125,77485.51335,11722.79019,126.3375311,794.2940156,89208.30353,4,Alabama
0.92875,77485.51335,11722.79019,126.3375311,794.2940156,89208.30353,4,Alabama
0.99,77485.51335,11722.79019,126.3375311,794.2940156,89208.30353,4,Alabama
0.01,68568.87692,3413.674954,1563.959835,159.1561099,71982.55187,5,Alabama
0.040625,68568.87692,3413.674954,1563.959835,159.1561099,71982.55187,5,Alabama
0.04828125,68568.87692,3413.674954,1563.959835,159.1561099,71982.55187,5,Alabama
0.0559375,68788.97338,5173.328563,1364.847608,256.8510009,73962.30194,5,Alabama
0.07125,68788.97338,5173.328563,1364.847608,256.8510009,73962.30194,5,Alabama
0.101875,68788.97338,5173.328563,1364.847608,256.8510009,73962.30194,5,Alabama
0.10953125,68788.97338,5173.328563,1364.847608,256.8510009,73962.30194,5,Alabama
0.1171875,68788.84077,5173.328563,1379.466658,256.8510009,73962.16934,5,Alabama
0.12484375,69017.69339,5537.782524,1139.214317,298.641365,74555.47591,5,Alabama
0.1325,69017.69339,5537.782524,1139.214317,298.641365,74555.47591,5,Alabama
0.14015625,69253.96149,6382.064466,1093.336024,336.6564508,75636.02596,5,Alabama
0.1478125,69253.96149,6382.064466,1093.336024,336.6564508,75636.02596,5,Alabama
0.15546875,69253.96149,6382.064466,1093.336024,336.6564508,75636.02596,5,Alabama
0.163125,70947.53466,9471.599821,759.1406584,568.4195693,80419.13448,5,Alabama
0.1784375,70947.53466,9471.599821,759.1406584,568.4195693,80419.13448,5,Alabama
0.18609375,72412.38782,12264.85593,650.5785847,736.8648716,84677.24375,5,Alabama
0.19375,72412.38782,12264.85593,650.5785847,736.8648716,84677.24375,5,Alabama
0.20140625,72477.19781,12425.19776,660.0075749,743.6022144,84902.39557,5,Alabama
0.2090625,72477.19781,12425.19776,660.0075749,743.6022144,84902.39557,5,Alabama
0.21671875,73202.38166,13361.64776,555.2129522,810.3600547,86564.02942,5,Alabama
0.224375,73202.38166,13361.64776,555.2129522,810.3600547,86564.02942,5,Alabama
0.23203125,73202.38166,13361.64776,555.2129522,810.3600547,86564.02942,5,Alabama
0.2396875,73398.20355,13524.23587,555.6770444,826.1480521,86922.43942,5,Alabama
0.255,73398.20355,13524.23587,555.6770444,826.1480521,86922.43942,5,Alabama
0.3775,73398.20355,13524.23587,555.6770444,826.1480521,86922.43942,5,Alabama
0.43875,73398.20355,13524.23587,555.6770444,826.1480521,86922.43942,5,Alabama
0.469375,73398.20355,13524.23587,555.6770444,826.1480521,86922.43942,5,Alabama
0.4846875,73398.20355,13524.23587,555.6770444,826.1480521,86922.43942,5,Alabama
0.49234375,73863.861,13645.67966,536.1159623,838.6732652,87509.54066,5,Alabama
0.5,73863.861,13645.67966,536.1159623,838.6732652,87509.54066,5,Alabama
0.5153125,73863.861,13645.67966,536.1159623,838.6732652,87509.54066,5,Alabama
0.52296875,73863.861,13645.67966,536.1159623,838.6732652,87509.54066,5,Alabama
0.530625,74692.41593,13449.71301,457.1016076,857.7396943,88142.12894,5,Alabama
0.5459375,74692.41593,13449.71301,457.1016076,857.7396943,88142.12894,5,Alabama
0.55359375,76097.08626,12553.55802,260.4939329,886.7870724,88650.64428,5,Alabama
0.56125,76097.08626,12553.55802,260.4939329,886.7870724,88650.64428,5,Alabama
0.6225,76097.08626,12553.55802,260.4939329,886.7870724,88650.64428,5,Alabama
0.745,76097.08626,12553.55802,260.4939329,886.7870724,88650.64428,5,Alabama
0.8675,76097.08626,12553.55802,260.4939329,886.7870724,88650.64428,5,Alabama
0.87515625,76097.08626,12553.55802,260.4939329,886.7870724,88650.64428,5,Alabama
0.8828125,76216.48208,13068.05017,235.363697,887.1831785,89284.53224,5,Alabama
0.898125,76216.48208,13068.05017,235.363697,887.1831785,89284.53224,5,Alabama
0.92875,76216.48208,13068.05017,235.363697,887.1831785,89284.53224,5,Alabama
0.959375,76216.48208,13068.05017,235.363697,887.1831785,89284.53224,5,Alabama
0.9746875,76216.48208,13068.05017,235.363697,887.1831785,89284.53224,5,Alabama
0.98234375,76223.04132,13068.05017,224.6361295,887.1831785,89291.09149,5,Alabama
0.99,76223.04132,13068.05017,224.6361295,887.1831785,89291.09149,5,Alabama
0.01,67054.91583,4332.429261,1672.521909,219.4449071,71387.34509,6,Alabama
0.01765625,67054.91583,4332.429261,1672.521909,219.4449071,71387.34509,6,Alabama
0.0253125,67086.01978,5072.477796,1684.354022,252.9832342,72158.49758,6,Alabama
0.040625,67086.01978,5072.477796,1684.354022,252.9832342,72158.49758,6,Alabama
0.04828125,67086.01978,5072.477796,1684.354022,252.9832342,72158.49758,6,Alabama
0.0559375,67162.23375,5778.989014,1647.091635,286.9382585,72941.22277,6,Alabama
0.07125,67162.23375,5778.989014,1647.091635,286.9382585,72941.22277,6,Alabama
0.07890625,67162.23375,5778.989014,1647.091635,286.9382585,72941.22277,6,Alabama
0.0865625,67324.12022,6356.000432,1473.409682,333.9521664,73680.12065,6,Alabama
0.101875,67324.12022,6356.000432,1473.409682,333.9521664,73680.12065,6,Alabama
0.1325,67324.12022,6356.000432,1473.409682,333.9521664,73680.12065,6,Alabama
0.14015625,67380.9417,6536.824287,1473.409682,342.9872137,73917.76598,6,Alabama
0.1478125,67380.9417,6536.824287,1473.409682,342.9872137,73917.76598,6,Alabama
0.15546875,69253.96149,10289.81773,1093.336024,603.7303707,79543.77922,6,Alabama
0.163125,69253.96149,10289.81773,1093.336024,603.7303707,79543.77922,6,Alabama
0.17078125,70947.53466,13447.5278,759.1406584,813.9660371,84395.06246,6,Alabama
0.1784375,70947.53466,13447.5278,759.1406584,813.9660371,84395.06246,6,Alabama
0.19375,70947.53466,13447.5278,759.1406584,813.9660371,84395.06246,6,Alabama
0.20140625,71012.34465,13607.86963,768.5696486,820.7033799,84620.21428,6,Alabama
0.2090625,71012.34465,13607.86963,768.5696486,820.7033799,84620.21428,6,Alabama
0.224375,71012.34465,13607.86963,768.5696486,820.7033799,84620.21428,6,Alabama
0.23203125,71012.34465,13607.86963,768.5696486,820.7033799,84620.21428,6,Alabama
0.2396875,71208.16654,13770.45773,769.0337408,836.4913772,84978.62428,6,Alabama
0.255,71208.16654,13770.45773,769.0337408,836.4913772,84978.62428,6,Alabama
0.26265625,71208.16654,13770.45773,769.0337408,836.4913772,84978.62428,6,Alabama
0.2703125,72357.3191,15333.23697,622.8025864,917.6878722,87690.55607,6,Alabama
0.285625,72357.3191,15333.23697,622.8025864,917.6878722,87690.55607,6,Alabama
0.31625,72357.3191,15333.23697,622.8025864,917.6878722,87690.55607,6,Alabama
0.3775,72357.3191,15333.23697,622.8025864,917.6878722,87690.55607,6,Alabama
0.43875,72357.3191,15333.23697,622.8025864,917.6878722,87690.55607,6,Alabama
0.469375,72357.3191,15333.23697,622.8025864,917.6878722,87690.55607,6,Alabama
0.4846875,72357.3191,15333.23697,622.8025864,917.6878722,87690.55607,6,Alabama
0.49234375,72822.97655,15454.68076,603.2415043,930.2130854,88277.6573,6,Alabama
0.5,72822.97655,15454.68076,603.2415043,930.2130854,88277.6573,6,Alabama
0.5153125,72822.97655,15454.68076,603.2415043,930.2130854,88277.6573,6,Alabama
0.52296875,72822.97655,15454.68076,603.2415043,930.2130854,88277.6573,6,Alabama
0.530625,73651.53148,15258.71411,524.2271496,949.2795144,88910.24559,6,Alabama
0.5459375,73651.53148,15258.71411,524.2271496,949.2795144,88910.24559,6,Alabama
0.55359375,75056.2018,14362.55913,327.619475,978.3268925,89418.76093,6,Alabama
0.56125,75056.2018,14362.55913,327.619475,978.3268925,89418.76093,6,Alabama
0.6225,75056.2018,14362.55913,327.619475,978.3268925,89418.76093,6,Alabama
0.745,75056.2018,14362.55913,327.619475,978.3268925,89418.76093,6,Alabama
0.8675,75056.2018,14362.55913,327.619475,978.3268925,89418.76093,6,Alabama
0.87515625,75056.2018,14362.55913,327.619475,978.3268925,89418.76093,6,Alabama
0.8828125,75175.59762,14877.05127,302.489239,978.7229986,90052.64889,6,Alabama
0.898125,75175.59762,14877.05127,302.489239,978.7229986,90052.64889,6,Alabama
0.92875,75175.59762,14877.05127,302.489239,978.7229986,90052.64889,6,Alabama
0.93640625,75175.59762,14877.05127,302.489239,978.7229986,90052.64889,6,Alabama
0.9440625,75988.48126,14683.02515,296.4906943,979.9605533,90671.50641,6,Alabama
0.959375,75988.48126,14683.02515,296.4906943,979.9605533,90671.50641,6,Alabama
0.9746875,75988.48126,14683.02515,296.4906943,979.9605533,90671.50641,6,Alabama
0.98234375,76011.63996,14683.02515,258.0054379,979.9605533,90694.66511,6,Alabama
0.99,76011.63996,14683.02515,258.0054379,979.9605533,90694.66511,6,Alabama
0.01,65572.05868,5991.232103,1792.916096,313.2720313,71563.29079,7,Alabama
0.040625,65572.05868,5991.232103,1792.916096,313.2720313,71563.29079,7,Alabama
0.04828125,65572.05868,5991.232103,1792.916096,313.2720313,71563.29079,7,Alabama
0.0559375,65648.27266,6697.743321,1755.653708,347.2270557,72346.01598,7,Alabama
0.06359375,65648.27266,6697.743321,1755.653708,347.2270557,72346.01598,7,Alabama
0.07125,65697.38059,6961.660884,1755.653708,364.039424,72659.04148,7,Alabama
0.1325,65697.38059,6961.660884,1755.653708,364.039424,72659.04148,7,Alabama
0.14015625,65754.20207,7142.484738,1755.653708,373.0744714,72896.68681,7,Alabama
0.1478125,65754.20207,7142.484738,1755.653708,373.0744714,72896.68681,7,Alabama
0.15546875,67380.9417,10444.57755,1473.409682,610.0611336,77825.51925,7,Alabama
0.163125,67380.9417,10444.57755,1473.409682,610.0611336,77825.51925,7,Alabama
0.17078125,69253.96149,14265.74571,1093.336024,849.2768384,83519.7072,7,Alabama
0.1784375,69253.96149,14265.74571,1093.336024,849.2768384,83519.7072,7,Alabama
0.19375,69253.96149,14265.74571,1093.336024,849.2768384,83519.7072,7,Alabama
0.20140625,69318.77149,14426.08753,1102.765014,856.0141813,83744.85902,7,Alabama
0.2090625,69318.77149,14426.08753,1102.765014,856.0141813,83744.85902,7,Alabama
0.224375,69318.77149,14426.08753,1102.765014,856.0141813,83744.85902,7,Alabama
0.23203125,69971.4602,15416.87073,835.6951906,912.2432,85388.33093,7,Alabama
0.2396875,70167.28209,15579.45884,836.1592828,928.0311974,85746.74092,7,Alabama
0.255,70167.28209,15579.45884,836.1592828,928.0311974,85746.74092,7,Alabama
0.31625,70167.28209,15579.45884,836.1592828,928.0311974,85746.74092,7,Alabama
0.3315625,70167.28209,15579.45884,836.1592828,928.0311974,85746.74092,7,Alabama
0.33921875,70663.74593,16151.45488,956.9979517,952.9986736,86815.20081,7,Alabama
0.346875,70663.74593,16151.45488,956.9979517,952.9986736,86815.20081,7,Alabama
0.3775,70663.74593,16151.45488,956.9979517,952.9986736,86815.20081,7,Alabama
0.43875,70663.74593,16151.45488,956.9979517,952.9986736,86815.20081,7,Alabama
0.469375,70663.74593,16151.45488,956.9979517,952.9986736,86815.20081,7,Alabama
0.4846875,70663.74593,16151.45488,956.9979517,952.9986736,86815.20081,7,Alabama
0.49234375,71488.70252,16466.30146,895.9781776,975.0548294,87955.00397,7,Alabama
0.5,71488.70252,16466.30146,895.9781776,975.0548294,87955.00397,7,Alabama
0.5153125,71488.70252,16466.30146,895.9781776,975.0548294,87955.00397,7,Alabama
0.52296875,71488.70252,16466.30146,895.9781776,975.0548294,87955.00397,7,Alabama
0.530625,72317.25745,16270.33481,816.9638229,994.1212585,88587.59226,7,Alabama
0.5459375,72317.25745,16270.33481,816.9638229,994.1212585,88587.59226,7,Alabama
0.55359375,73721.92777,15374.17982,620.3561483,1023.168637,89096.1076,7,Alabama
0.56125,73721.92777,15374.17982,620.3561483,1023.168637,89096.1076,7,Alabama
0.56890625,73721.92777,15374.17982,620.3561483,1023.168637,89096.1076,7,Alabama
0.5765625,75056.2018,15594.45183,327.619475,1048.354642,90650.65363,7,Alabama
0.591875,75056.2018,15594.45183,327.619475,1048.354642,90650.65363,7,Alabama
0.6225,75056.2018,15594.45183,327.619475,1048.354642,90650.65363,7,Alabama
0.68375,75056.2018,15594.45183,327.619475,1048.354642,90650.65363,7,Alabama
0.714375,75056.2018,15594.45183,327.619475,1048.354642,90650.65363,7,Alabama
0.72203125,75630.29419,15771.70638,337.249285,1054.105528,91402.00057,7,Alabama
0.7296875,75630.29419,15771.70638,337.249285,1054.105528,91402.00057,7,Alabama
0.745,75630.29419,15771.70638,337.249285,1054.105528,91402.00057,7,Alabama
0.8675,75630.29419,15771.70638,337.249285,1054.105528,91402.00057,7,Alabama
0.8828125,75630.29419,15771.70638,337.249285,1054.105528,91402.00057,7,Alabama
0.89046875,75749.69001,16286.19852,312.1190491,1054.501634,92035.88853,7,Alabama
0.898125,75749.69001,16286.19852,312.1190491,1054.501634,92035.88853,7,Alabama
0.92875,75749.69001,16286.19852,312.1190491,1054.501634,92035.88853,7,Alabama
0.93640625,75749.69001,16286.19852,312.1190491,1054.501634,92035.88853,7,Alabama
0.9440625,76562.57364,16092.17241,306.1205044,1055.739189,92654.74605,7,Alabama
0.959375,76562.57364,16092.17241,306.1205044,1055.739189,92654.74605,7,Alabama
0.9746875,76562.57364,16092.17241,306.1205044,1055.739189,92654.74605,7,Alabama
0.98234375,76579.1731,16092.17241,278.3628154,1055.739189,92671.34551,7,Alabama
0.99,76601.67486,16092.17241,271.385351,1055.739189,92693.84727,7,Alabama
0.01,64133.55568,6111.172645,2015.699566,318.8749972,70244.72832,8,Alabama
0.040625,64133.55568,6111.172645,2015.699566,318.8749972,70244.72832,8,Alabama
0.04828125,64133.55568,6111.172645,2015.699566,318.8749972,70244.72832,8,Alabama
0.0559375,64209.76965,6817.683863,1978.437179,352.8300216,71027.45351,8,Alabama
0.06359375,64282.6235,7373.88151,1853.1628,382.1492732,71656.50501,8,Alabama
0.07125,64331.73143,7637.799073,1853.1628,398.9616415,71969.5305,8,Alabama
0.1325,64331.73143,7637.799073,1853.1628,398.9616415,71969.5305,8,Alabama
0.14015625,65754.06946,9440.301294,1770.272758,626.0126821,75194.37076,8,Alabama
0.1478125,65754.20207,9440.301294,1755.653708,626.0126821,75194.50336,8,Alabama
0.15546875,67380.9417,14420.50553,1473.409682,855.6076014,81801.44722,8,Alabama
0.163125,67380.9417,14420.50553,1473.409682,855.6076014,81801.44722,8,Alabama
0.19375,67380.9417,14420.50553,1473.409682,855.6076014,81801.44722,8,Alabama
0.20140625,68277.88703,16235.08864,1169.890556,947.5540014,84512.97567,8,Alabama
0.2090625,68277.88703,16235.08864,1169.890556,947.5540014,84512.97567,8,Alabama
0.224375,68277.88703,16235.08864,1169.890556,947.5540014,84512.97567,8,Alabama
0.23203125,68277.88703,16235.08864,1169.890556,947.5540014,84512.97567,8,Alabama
0.2396875,68473.70892,16397.67674,1170.354648,963.3419987,84871.38567,8,Alabama
0.255,68473.70892,16397.67674,1170.354648,963.3419987,84871.38567,8,Alabama
0.3775,68473.70892,16397.67674,1170.354648,963.3419987,84871.38567,8,Alabama
0.43875,68473.70892,16397.67674,1170.354648,963.3419987,84871.38567,8,Alabama
0.4540625,68473.70892,16397.67674,1170.354648,963.3419987,84871.38567,8,Alabama
0.46171875,69298.09677,16827.59307,1054.507043,987.920891,86125.68984,8,Alabama
0.469375,69298.09677,16827.59307,1054.507043,987.920891,86125.68984,8,Alabama
0.47703125,69605.71484,16561.50713,1071.844289,996.6864185,86167.22197,8,Alabama
0.4846875,69605.71484,16418.96757,1071.844289,996.6864185,86024.68241,8,Alabama
0.49234375,70430.67143,16876.35371,1010.824515,1018.742574,87307.02514,8,Alabama
0.5,70430.67143,16830.10067,1010.824515,1018.742574,87260.7721,8,Alabama
0.50765625,71488.70252,17698.19416,895.9781776,1045.082579,89186.89667,8,Alabama
0.5153125,71488.70252,17698.19416,895.9781776,1045.082579,89186.89667,8,Alabama
0.52296875,71488.70252,17698.19416,895.9781776,1045.082579,89186.89667,8,Alabama
0.530625,72317.25745,17502.22751,816.9638229,1064.149008,89819.48496,8,Alabama
0.5459375,72317.25745,17502.22751,816.9638229,1064.149008,89819.48496,8,Alabama
0.55359375,73721.92777,16606.07252,620.3561483,1093.196386,90328.0003,8,Alabama
0.56125,73721.92777,16606.07252,620.3561483,1093.196386,90328.0003,8,Alabama
0.591875,73721.92777,16606.07252,620.3561483,1093.196386,90328.0003,8,Alabama
0.6071875,73721.92777,16606.07252,620.3561483,1093.196386,90328.0003,8,Alabama
0.61484375,75630.29419,17003.59908,337.249285,1124.133277,92633.89327,8,Alabama
0.6225,75630.29419,17003.59908,337.249285,1124.133277,92633.89327,8,Alabama
0.745,75630.29419,17003.59908,337.249285,1124.133277,92633.89327,8,Alabama
0.8675,75630.29419,17003.59908,337.249285,1124.133277,92633.89327,8,Alabama
0.87515625,75630.29419,17003.59908,337.249285,1124.133277,92633.89327,8,Alabama
0.8828125,75749.69001,17518.09122,312.1190491,1124.529383,93267.78123,8,Alabama
0.898125,75749.69001,17518.09122,312.1190491,1124.529383,93267.78123,8,Alabama
0.92875,75749.69001,17518.09122,312.1190491,1124.529383,93267.78123,8,Alabama
0.93640625,75749.69001,17518.09122,312.1190491,1124.529383,93267.78123,8,Alabama
0.9440625,76562.57364,17324.06511,306.1205044,1125.766938,93886.63875,8,Alabama
0.959375,76562.57364,17324.06511,306.1205044,1125.766938,93886.63875,8,Alabama
0.9746875,76562.57364,17324.06511,306.1205044,1125.766938,93886.63875,8,Alabama
0.98234375,76571.31695,17324.06511,285.245761,1125.766938,93895.38206,8,Alabama
0.99,76601.67486,17324.06511,271.385351,1125.766938,93925.73997,8,Alabama
0.01,62767.90652,6787.310834,2113.208658,353.7972147,69555.21735,9,Alabama
0.040625,62767.90652,6787.310834,2113.208658,353.7972147,69555.21735,9,Alabama
0.04828125,62767.90652,6787.310834,2113.208658,353.7972147,69555.21735,9,Alabama
0.0559375,62844.12049,7493.822052,2075.946271,387.7522391,70337.94254,9,Alabama
0.06359375,62843.98788,7493.822052,2090.56532,387.7522391,70337.80994,9,Alabama
0.07125,62893.22843,7757.739615,2075.946271,404.5646073,70650.96804,9,Alabama
0.0865625,62893.22843,7757.739615,2075.946271,404.5646073,70650.96804,9,Alabama
0.09421875,62893.09582,7757.739615,2090.56532,404.5646073,70650.83544,9,Alabama
0.101875,62893.09582,7757.739615,2090.56532,404.5646073,70650.83544,9,Alabama
0.10953125,62893.09582,7757.739615,2090.56532,404.5646073,70650.83544,9,Alabama
0.1171875,63290.84698,9321.000092,1920.288342,485.2918372,72611.84707,9,Alabama
0.1325,63290.84698,9321.000092,1920.288342,485.2918372,72611.84707,9,Alabama
0.14015625,64713.31761,11123.50231,1822.77925,712.3428779,75836.81992,9,Alabama
0.1478125,65754.20207,13416.22927,1755.653708,871.5591499,79170.43134,9,Alabama
